Brand,Model,Price (USD),Selling Platform,Rating,Refresh Rate (Hz),Screen Size (inches),RAM (GB),Storage (GB),Processor,Camera Setup
Motorola,Moto G Ultra 19,1155.91,Walmart,3.2,90,6.6,8,256,Helio G99,200MP + 16MP + 5MP
Vivo,Reno Lite 14,889.88,Reliance Digital,4.7,120,6.2,4,512,Dimensity 920,108MP + 50MP + 5MP
Oppo,V Series Turbo 12,1730.96,Best Buy,4.7,60,5.6,8,64,Dimensity 920,64MP + 16MP + 5MP
Realme,Redmi Note 5G 25,946.96,Best Buy,4.8,165,6.6,4,512,Helio G99,48MP + 50MP + 8MP
Samsung,V Series Pro 25,1752.81,eBay,3.9,144,6.3,4,64,Exynos 2200,64MP + 12MP + 8MP
Samsung,Pixel Pro 23,473.28,Best Buy,3.8,90,6.9,12,128,Snapdragon 8 Gen 2,50MP + 50MP + 2MP
Xiaomi,Pixel Mini 13,1318.55,Official Store,3.6,60,5.3,12,512,Dimensity 1080,12MP + 8MP + 2MP
Vivo,Reno 5G 20,1177.15,AliExpress,4.4,120,6.0,4,128,Dimensity 920,50MP + 16MP + 8MP
Nokia,Mate Ultra 19,1238.25,eBay,3.5,120,6.8,6,128,Dimensity 920,50MP + 8MP + 5MP
Xiaomi,Reno Mini 20,1146.18,Best Buy,4.3,90,5.9,12,512,Snapdragon 7 Gen 1,48MP + 50MP + 5MP
Xiaomi,Mate Ultra 15,1071.27,Walmart,3.7,144,7.2,8,64,Snapdragon 7 Gen 1,200MP + 8MP + 2MP
Apple,Nord 5G 18,1142.4,Reliance Digital,3.8,144,6.0,8,512,A16 Bionic,108MP + 12MP + 5MP
Apple,V Series Turbo 16,1560.76,eBay,3.4,144,6.0,4,64,A15 Bionic,200MP + 12MP + 5MP
Google,Pixel Ultra 15,431.62,Walmart,4.3,90,6.7,16,256,Tensor G2,50MP + 12MP + 8MP
Vivo,Redmi Note Pro 22,1702.34,Flipkart,4.2,60,7.2,12,64,Dimensity 920,12MP + 8MP + 8MP
Vivo,Moto G SE 23,1379.68,Official Store,5.0,90,6.2,16,64,Helio G99,48MP + 50MP + 2MP
Samsung,Narzo Plus 15,1636.44,Best Buy,3.5,60,7.2,6,256,Snapdragon 8 Gen 2,12MP + 12MP + 5MP
Motorola,Reno SE 21,1408.92,Best Buy,4.2,60,7.1,16,64,Dimensity 920,200MP + 16MP + 5MP
Vivo,iPhone Mini 12,514.2,Flipkart,4.1,60,7.5,12,256,Dimensity 920,108MP + 16MP + 5MP
Realme,Moto G Mini 17,1857.18,Amazon,3.8,165,5.7,12,128,Dimensity 920,48MP + 16MP + 2MP
Huawei,Galaxy S Max 17,1374.45,eBay,3.5,144,5.1,4,1024,Helio G99,48MP + 8MP + 5MP
Apple,Moto G Ultra 11,831.37,Reliance Digital,4.9,60,5.5,8,128,A16 Bionic,64MP + 16MP + 8MP
Google,Xperia 5G 14,1553.89,Official Store,3.5,165,6.1,8,64,Tensor G2,64MP + 50MP + 8MP
OnePlus,V Series SE 15,1603.04,Official Store,3.6,60,5.8,8,1024,Snapdragon 8+ Gen 1,200MP + 16MP + 2MP
Xiaomi,Redmi Note Turbo 15,1240.07,AliExpress,3.3,90,6.4,16,512,Snapdragon 7 Gen 1,50MP + 16MP + 8MP
Google,Nord Mini 23,1627.32,AliExpress,4.7,60,6.5,12,128,Tensor G1,50MP + 50MP + 8MP
Realme,Moto G Turbo 18,697.24,AliExpress,3.2,120,5.4,4,512,Dimensity 920,48MP + 16MP + 8MP
Realme,V Series Plus 10,1558.37,Walmart,4.9,165,6.7,8,64,Dimensity 920,108MP + 16MP + 2MP
Apple,Redmi Note Turbo 21,1168.67,Flipkart,3.1,60,6.6,6,64,A16 Bionic,48MP + 16MP + 8MP
Oppo,Mate Max 13,1648.15,Reliance Digital,3.8,165,7.0,4,512,Helio G99,12MP + 16MP + 2MP
OnePlus,Pixel Max 25,1075.78,Best Buy,3.8,144,6.4,8,64,Dimensity 9000,50MP + 16MP + 8MP
Samsung,Narzo Ultra 11,987.95,AliExpress,3.6,165,7.1,8,64,Exynos 2200,48MP + 16MP + 8MP
Google,Pixel SE 17,1463.81,eBay,4.9,90,7.0,8,512,Tensor G2,200MP + 12MP + 2MP
Samsung,P Series SE 20,1502.75,AliExpress,4.4,90,5.8,6,64,Exynos 2200,12MP + 8MP + 5MP
Apple,V Series Lite 23,1955.77,Official Store,3.8,120,5.9,16,64,A16 Bionic,64MP + 16MP + 5MP
Huawei,Xperia Pro 10,696.1,Best Buy,3.8,90,5.7,6,128,Dimensity 920,50MP + 8MP + 8MP
Huawei,Redmi Note 5G 16,1640.56,Amazon,3.6,90,7.3,6,256,Helio G99,50MP + 8MP + 5MP
Oppo,Xperia Max 18,1105.44,Official Store,4.6,165,6.9,6,64,Helio G99,108MP + 50MP + 2MP
Samsung,Pixel Edge 24,921.49,Best Buy,4.2,165,5.4,16,64,Snapdragon 8 Gen 2,200MP + 12MP + 2MP
Realme,Xperia Edge 11,1048.35,Best Buy,3.4,120,5.1,6,1024,Dimensity 920,200MP + 8MP + 2MP
Samsung,Reno Mini 21,289.83,Amazon,3.6,90,7.0,4,1024,Snapdragon 8 Gen 2,12MP + 50MP + 2MP
Huawei,Moto G Ultra 16,1386.63,Official Store,3.5,144,6.7,8,1024,Helio G99,48MP + 12MP + 2MP
OnePlus,V Series Mini 10,1556.88,AliExpress,4.3,60,6.0,16,256,Dimensity 9000,200MP + 8MP + 8MP
Realme,Moto G SE 11,1885.83,Official Store,4.3,165,5.1,6,512,Dimensity 920,64MP + 50MP + 5MP
Motorola,Moto G Edge 23,1010.29,AliExpress,3.4,144,5.3,12,64,Helio G99,48MP + 8MP + 8MP
Oppo,iPhone Pro 18,516.48,Walmart,3.8,120,7.3,4,64,Helio G99,200MP + 12MP + 2MP
Realme,Reno Lite 19,1593.76,eBay,3.7,165,6.3,6,1024,Dimensity 920,50MP + 12MP + 8MP
Xiaomi,Reno Max 17,1876.47,Best Buy,5.0,120,5.7,8,256,Snapdragon 7 Gen 1,12MP + 16MP + 5MP
Huawei,Mate Pro 15,994.61,eBay,4.6,165,5.1,8,256,Helio G99,64MP + 12MP + 2MP
Xiaomi,P Series Edge 16,1095.8,Best Buy,4.6,120,6.2,6,128,Dimensity 1080,200MP + 8MP + 8MP
Samsung,V Series Pro 21,541.35,Flipkart,3.8,60,6.5,12,64,Exynos 2200,12MP + 8MP + 5MP
Apple,V Series Turbo 19,1409.99,eBay,4.3,144,6.0,8,512,A15 Bionic,12MP + 16MP + 8MP
Oppo,Redmi Note Max 14,830.5,AliExpress,4.1,90,6.2,8,64,Dimensity 920,48MP + 16MP + 8MP
Google,Redmi Note Turbo 17,1211.06,Walmart,4.6,90,5.4,4,1024,Tensor G1,50MP + 16MP + 2MP
Xiaomi,Nord SE 22,1142.41,Flipkart,4.3,90,5.2,12,1024,Dimensity 1080,48MP + 16MP + 2MP
Motorola,Galaxy S Ultra 21,1005.31,Amazon,4.2,60,5.2,4,1024,Dimensity 920,48MP + 8MP + 5MP
Google,Narzo Turbo 25,795.71,Walmart,5.0,144,6.5,6,64,Tensor G1,50MP + 16MP + 5MP
Huawei,Moto G Edge 24,920.46,AliExpress,4.4,144,5.7,6,1024,Helio G99,50MP + 12MP + 2MP
Huawei,Mate Max 12,1772.48,Flipkart,3.9,90,7.2,6,512,Helio G99,12MP + 50MP + 8MP
Samsung,P Series Max 11,379.09,Amazon,4.5,90,6.8,4,128,Exynos 2200,64MP + 8MP + 5MP
Sony,Mate Lite 19,1592.54,eBay,4.9,165,6.2,8,256,Helio G99,48MP + 16MP + 5MP
Nokia,V Series Mini 14,1249.1,Official Store,4.0,120,5.3,12,128,Dimensity 920,64MP + 8MP + 2MP
Google,Pixel Plus 16,1913.71,Reliance Digital,4.4,144,5.9,4,256,Tensor G1,48MP + 16MP + 8MP
Apple,iPhone Max 20,831.18,Reliance Digital,3.9,60,6.1,6,1024,A15 Bionic,64MP + 8MP + 5MP
Oppo,Xperia Mini 19,1691.57,Reliance Digital,4.5,60,5.8,12,128,Helio G99,108MP + 12MP + 5MP
Oppo,Pixel Ultra 24,1785.92,eBay,4.3,144,7.1,6,1024,Dimensity 920,12MP + 50MP + 5MP
Google,Pixel Mini 25,1602.41,Best Buy,3.5,60,5.9,16,256,Tensor G1,50MP + 50MP + 5MP
Vivo,Xperia Ultra 20,881.97,Flipkart,3.3,144,5.6,8,1024,Helio G99,12MP + 50MP + 5MP
Oppo,Xperia 5G 19,1369.07,Official Store,4.1,165,5.2,8,1024,Helio G99,48MP + 12MP + 5MP
OnePlus,Galaxy S Max 24,185.46,Walmart,4.7,144,5.3,16,1024,Dimensity 9000,64MP + 12MP + 5MP
Xiaomi,Mate Turbo 11,410.16,AliExpress,4.5,90,6.0,16,1024,Dimensity 1080,108MP + 8MP + 8MP
Motorola,Xperia Pro 17,1485.46,Walmart,3.1,144,6.3,6,64,Helio G99,12MP + 12MP + 5MP
Google,Narzo 5G 14,234.52,Best Buy,4.8,165,5.3,4,128,Tensor G1,50MP + 8MP + 2MP
Huawei,Galaxy S Mini 21,824.31,AliExpress,3.3,90,6.5,4,1024,Helio G99,64MP + 12MP + 8MP
Oppo,Xperia Plus 12,994.52,eBay,4.3,144,5.5,6,256,Helio G99,200MP + 16MP + 8MP
Vivo,Redmi Note Lite 19,1743.76,Amazon,4.9,144,6.1,4,64,Dimensity 920,48MP + 16MP + 8MP
Xiaomi,P Series Edge 14,1217.29,Reliance Digital,4.6,60,6.7,4,512,Snapdragon 7 Gen 1,108MP + 16MP + 5MP
Realme,iPhone Pro 24,1428.0,Best Buy,4.0,165,7.2,6,64,Dimensity 920,48MP + 50MP + 8MP
OnePlus,Reno Max 13,687.01,Best Buy,4.6,120,6.7,12,64,Snapdragon 8+ Gen 1,108MP + 8MP + 2MP
Realme,Pixel Lite 16,275.08,eBay,4.1,90,5.8,4,128,Helio G99,12MP + 16MP + 8MP
Huawei,Pixel Pro 17,1634.84,Amazon,4.8,60,5.3,12,128,Dimensity 920,200MP + 16MP + 5MP
Xiaomi,P Series Ultra 16,1548.29,Reliance Digital,3.4,144,7.0,6,256,Dimensity 1080,108MP + 12MP + 5MP
Apple,Galaxy S 5G 25,1021.26,Walmart,3.9,60,6.5,4,256,A15 Bionic,48MP + 8MP + 2MP
Sony,Mate 5G 16,1239.11,eBay,4.8,165,5.5,4,64,Dimensity 920,108MP + 12MP + 8MP
Motorola,Pixel Ultra 21,1843.78,Amazon,4.5,144,5.8,4,256,Dimensity 920,200MP + 50MP + 8MP
OnePlus,Redmi Note Pro 15,191.13,Amazon,3.3,60,7.1,16,256,Snapdragon 8+ Gen 1,108MP + 8MP + 8MP
Huawei,Moto G 5G 23,1780.42,Reliance Digital,4.1,165,7.3,4,64,Dimensity 920,48MP + 50MP + 8MP
Samsung,Pixel Edge 21,1861.78,Walmart,4.8,120,5.6,12,256,Snapdragon 8 Gen 2,64MP + 50MP + 5MP
Motorola,Galaxy S 5G 15,1993.58,Reliance Digital,4.3,165,6.8,16,128,Dimensity 920,48MP + 8MP + 5MP
Xiaomi,Nord Pro 22,337.06,AliExpress,4.1,120,5.5,6,64,Snapdragon 7 Gen 1,64MP + 50MP + 5MP
Motorola,Xperia Edge 24,555.73,Best Buy,3.5,90,6.9,16,1024,Helio G99,50MP + 50MP + 2MP
Samsung,Nord Plus 23,381.7,eBay,3.6,144,6.0,8,1024,Snapdragon 8 Gen 2,200MP + 50MP + 2MP
Huawei,Nord Plus 22,1310.6,AliExpress,3.1,60,7.1,4,512,Helio G99,108MP + 12MP + 5MP
Nokia,P Series SE 24,950.58,Flipkart,4.2,144,5.7,6,512,Helio G99,50MP + 12MP + 8MP
Huawei,Mate 5G 20,722.28,Flipkart,4.0,120,5.3,16,128,Helio G99,108MP + 8MP + 8MP
OnePlus,Reno Lite 22,1235.52,Best Buy,4.8,144,6.6,12,1024,Snapdragon 8+ Gen 1,200MP + 8MP + 5MP
Samsung,iPhone 5G 11,480.88,Reliance Digital,4.6,60,5.7,12,1024,Snapdragon 8 Gen 2,108MP + 8MP + 8MP
Google,Moto G Plus 19,1281.98,Official Store,3.4,90,7.2,6,256,Tensor G1,12MP + 8MP + 2MP
Huawei,Galaxy S Pro 12,540.42,eBay,3.0,120,6.5,16,128,Helio G99,12MP + 16MP + 5MP
Apple,Reno Lite 15,1357.02,Best Buy,3.0,60,6.2,6,64,A16 Bionic,64MP + 16MP + 8MP
Sony,Nord Ultra 18,295.03,Official Store,4.5,165,5.2,6,1024,Helio G99,48MP + 12MP + 2MP
Huawei,Mate 5G 18,524.33,Best Buy,3.7,60,5.2,16,512,Dimensity 920,200MP + 8MP + 5MP
Oppo,P Series Max 24,1599.7,Best Buy,3.6,90,5.6,12,256,Dimensity 920,200MP + 16MP + 5MP
Samsung,Narzo 5G 22,1772.58,Flipkart,4.5,60,7.2,6,128,Snapdragon 8 Gen 2,64MP + 12MP + 5MP
Apple,Narzo Ultra 24,1291.52,Reliance Digital,4.8,90,5.2,12,256,A16 Bionic,48MP + 16MP + 2MP
Apple,Nord Edge 10,1081.78,Reliance Digital,3.4,165,5.3,6,64,A15 Bionic,50MP + 12MP + 2MP
OnePlus,Xperia Ultra 20,599.67,Walmart,4.0,165,7.5,6,512,Dimensity 9000,108MP + 50MP + 2MP
Motorola,Pixel Max 11,1848.82,Official Store,3.7,120,7.0,8,512,Helio G99,200MP + 50MP + 5MP
Google,Mate Turbo 20,1752.21,Amazon,4.6,165,6.1,16,128,Tensor G1,12MP + 16MP + 2MP
OnePlus,Narzo Mini 25,1215.47,Walmart,3.4,90,6.1,8,256,Dimensity 9000,64MP + 12MP + 8MP
Realme,Moto G Lite 20,207.68,Official Store,3.3,144,7.4,12,128,Dimensity 920,64MP + 12MP + 5MP
Realme,Pixel 5G 23,1964.16,Amazon,3.2,120,5.6,6,128,Dimensity 920,200MP + 12MP + 5MP
Sony,Galaxy S Turbo 25,854.94,Walmart,3.1,165,5.7,4,1024,Helio G99,48MP + 8MP + 5MP
Nokia,Galaxy S Mini 20,386.44,Best Buy,4.1,120,7.1,6,1024,Dimensity 920,64MP + 8MP + 5MP
Google,P Series Ultra 20,1265.78,Reliance Digital,3.8,90,7.1,16,256,Tensor G1,12MP + 50MP + 5MP
Apple,Nord Ultra 25,797.94,Best Buy,3.1,60,6.8,4,512,A16 Bionic,50MP + 50MP + 2MP
Vivo,P Series Turbo 18,1823.55,eBay,4.3,60,5.3,4,128,Dimensity 920,108MP + 16MP + 5MP
Apple,Xperia Pro 25,476.19,eBay,5.0,165,7.0,4,64,A15 Bionic,12MP + 50MP + 5MP
Google,P Series Ultra 10,722.8,Reliance Digital,4.8,120,7.4,12,512,Tensor G1,64MP + 50MP + 2MP
Sony,Reno Mini 14,807.61,Flipkart,3.3,90,5.6,8,1024,Dimensity 920,64MP + 50MP + 8MP
Huawei,Pixel Plus 20,1345.08,Flipkart,3.4,165,6.0,8,64,Dimensity 920,48MP + 16MP + 5MP
Motorola,Moto G Edge 17,1064.59,Reliance Digital,3.1,165,5.8,4,512,Dimensity 920,200MP + 8MP + 8MP
OnePlus,Pixel Max 22,1371.6,Amazon,4.0,120,6.2,4,64,Dimensity 9000,12MP + 50MP + 2MP
Xiaomi,Galaxy S Mini 25,1143.32,AliExpress,3.2,144,6.8,12,64,Snapdragon 7 Gen 1,108MP + 50MP + 5MP
Realme,Reno Mini 15,549.21,Best Buy,3.1,60,6.9,16,64,Helio G99,12MP + 8MP + 5MP
Realme,Nord Ultra 16,843.08,Walmart,4.7,120,6.3,4,512,Dimensity 920,108MP + 12MP + 2MP
Oppo,Reno Mini 25,237.36,AliExpress,3.6,120,5.4,8,512,Helio G99,200MP + 16MP + 8MP
Apple,Galaxy S Turbo 12,1237.61,Best Buy,4.3,60,5.7,16,64,A15 Bionic,48MP + 16MP + 5MP
Vivo,Galaxy S Edge 19,883.92,Walmart,4.4,144,5.4,4,1024,Dimensity 920,64MP + 50MP + 2MP
Nokia,Reno Lite 17,691.37,AliExpress,3.4,144,7.5,6,64,Dimensity 920,12MP + 8MP + 5MP
Nokia,P Series 5G 24,1665.71,Flipkart,3.7,120,6.4,4,64,Dimensity 920,12MP + 8MP + 8MP
Huawei,Mate Pro 13,657.36,Best Buy,4.0,90,5.1,16,512,Helio G99,200MP + 50MP + 5MP
Xiaomi,Redmi Note Ultra 12,973.9,Official Store,4.5,90,6.6,16,128,Snapdragon 7 Gen 1,108MP + 8MP + 8MP
Oppo,V Series SE 11,1078.82,Flipkart,3.2,144,7.5,6,256,Dimensity 920,48MP + 50MP + 5MP
Oppo,Moto G Mini 25,1821.21,Walmart,4.9,144,7.3,12,256,Dimensity 920,200MP + 50MP + 2MP
Samsung,Narzo Plus 17,1681.0,Amazon,4.0,165,5.9,6,256,Exynos 2200,48MP + 16MP + 5MP
Huawei,iPhone Edge 20,454.09,AliExpress,3.0,144,7.3,12,256,Dimensity 920,108MP + 12MP + 2MP
Sony,Narzo Lite 12,338.76,Flipkart,3.9,144,6.9,8,128,Dimensity 920,50MP + 12MP + 8MP
Nokia,Moto G Max 18,1414.34,Best Buy,4.6,90,5.6,6,64,Helio G99,50MP + 50MP + 5MP
Realme,Galaxy S Edge 18,1670.36,Flipkart,4.3,120,5.3,12,256,Helio G99,50MP + 8MP + 2MP
Samsung,Redmi Note Edge 14,710.09,Walmart,4.9,90,5.8,8,64,Snapdragon 8 Gen 2,50MP + 16MP + 8MP
Vivo,Moto G 5G 20,559.43,Best Buy,3.9,90,6.1,8,1024,Dimensity 920,48MP + 16MP + 5MP
OnePlus,P Series Mini 16,1358.05,AliExpress,4.1,165,5.4,6,64,Dimensity 9000,50MP + 8MP + 8MP
OnePlus,V Series Turbo 25,1252.95,Walmart,4.6,60,6.2,16,1024,Snapdragon 8+ Gen 1,48MP + 16MP + 5MP
Realme,V Series SE 25,687.83,Official Store,4.1,165,6.4,12,64,Helio G99,50MP + 8MP + 5MP
Sony,Nord Ultra 18,772.08,AliExpress,3.7,60,5.5,12,64,Dimensity 920,12MP + 12MP + 2MP
Vivo,Galaxy S Pro 18,1281.75,Amazon,4.4,144,7.4,16,512,Dimensity 920,200MP + 16MP + 2MP
Realme,Redmi Note Edge 21,559.27,eBay,3.7,120,6.0,8,512,Dimensity 920,200MP + 50MP + 5MP
Realme,Nord SE 16,616.32,Reliance Digital,3.5,120,7.5,16,512,Dimensity 920,12MP + 8MP + 8MP
Vivo,Moto G Lite 11,1421.41,eBay,3.6,120,6.2,16,64,Helio G99,64MP + 12MP + 8MP
Vivo,Moto G Lite 24,985.09,Flipkart,4.3,90,6.6,6,1024,Helio G99,48MP + 16MP + 5MP
Realme,iPhone Edge 21,519.63,Flipkart,5.0,60,7.4,16,256,Helio G99,108MP + 8MP + 2MP
Sony,Moto G Turbo 18,1632.22,AliExpress,4.0,165,5.3,4,1024,Helio G99,200MP + 8MP + 8MP
Oppo,iPhone Mini 21,1916.38,Amazon,4.5,165,5.8,4,64,Helio G99,108MP + 8MP + 5MP
Motorola,Reno Ultra 25,185.32,Reliance Digital,4.9,120,5.1,16,64,Helio G99,50MP + 8MP + 5MP
Apple,Redmi Note SE 12,484.84,AliExpress,3.3,120,6.8,16,512,A16 Bionic,50MP + 12MP + 5MP
Sony,Redmi Note Turbo 22,1535.18,Amazon,4.6,165,5.4,16,256,Helio G99,48MP + 8MP + 5MP
Samsung,Moto G Lite 12,780.3,eBay,4.0,90,5.4,4,64,Snapdragon 8 Gen 2,48MP + 12MP + 5MP
OnePlus,Moto G Plus 14,1407.54,Amazon,3.8,60,5.7,4,512,Dimensity 9000,12MP + 50MP + 2MP
Vivo,Xperia 5G 20,1838.62,Amazon,3.4,90,6.1,12,64,Dimensity 920,12MP + 12MP + 8MP
Motorola,Nord Lite 25,780.4,Reliance Digital,3.8,165,6.4,12,256,Dimensity 920,108MP + 16MP + 8MP
OnePlus,Pixel Edge 17,172.14,eBay,3.6,120,5.9,16,512,Snapdragon 8+ Gen 1,12MP + 16MP + 8MP
Google,Narzo Lite 13,871.65,Flipkart,3.7,90,5.3,6,64,Tensor G2,12MP + 16MP + 2MP
Vivo,Narzo Max 25,1597.07,Amazon,3.7,165,7.0,8,64,Helio G99,48MP + 8MP + 2MP
Huawei,V Series SE 15,1055.36,AliExpress,4.6,120,7.5,6,256,Helio G99,200MP + 12MP + 5MP
Apple,iPhone Turbo 25,1523.75,Best Buy,4.0,165,5.8,4,128,A15 Bionic,12MP + 50MP + 5MP
Motorola,Pixel 5G 10,1113.43,Flipkart,4.5,120,5.2,6,64,Helio G99,64MP + 50MP + 8MP
Oppo,V Series Turbo 10,824.65,AliExpress,4.2,60,6.2,16,128,Helio G99,108MP + 8MP + 8MP
Nokia,Xperia 5G 10,1403.8,Official Store,3.4,60,5.7,4,64,Helio G99,108MP + 16MP + 5MP
Xiaomi,Galaxy S SE 14,313.89,Official Store,3.5,144,7.3,6,64,Dimensity 1080,12MP + 16MP + 5MP
Huawei,V Series Mini 18,1296.4,Flipkart,4.2,60,7.4,6,512,Helio G99,12MP + 12MP + 8MP
OnePlus,Moto G Turbo 14,1649.58,Best Buy,3.9,165,7.0,8,512,Dimensity 9000,64MP + 12MP + 8MP
Vivo,Reno SE 16,1793.21,Walmart,4.8,165,6.2,6,64,Helio G99,50MP + 8MP + 5MP
Vivo,iPhone Max 22,918.94,eBay,4.6,144,5.5,8,64,Dimensity 920,48MP + 16MP + 5MP
Xiaomi,Pixel Max 15,435.83,Walmart,3.6,90,5.5,16,64,Dimensity 1080,48MP + 50MP + 2MP
Oppo,Narzo 5G 24,203.86,Amazon,3.5,60,7.1,16,64,Helio G99,12MP + 50MP + 5MP
Motorola,Pixel 5G 11,1757.24,Walmart,3.5,165,5.8,16,128,Helio G99,50MP + 16MP + 8MP
Xiaomi,iPhone Ultra 12,812.08,Reliance Digital,4.0,165,6.3,16,256,Dimensity 1080,64MP + 50MP + 5MP
Realme,iPhone Edge 23,312.95,Walmart,3.5,165,7.2,16,128,Dimensity 920,64MP + 8MP + 5MP
Realme,Xperia 5G 15,610.15,Best Buy,3.3,144,6.7,16,64,Helio G99,200MP + 12MP + 8MP
Vivo,Moto G Ultra 13,1120.56,AliExpress,3.0,90,7.2,8,64,Dimensity 920,200MP + 8MP + 2MP
OnePlus,V Series Ultra 18,364.93,Best Buy,3.2,120,5.2,16,512,Snapdragon 8+ Gen 1,108MP + 8MP + 2MP
Google,P Series Ultra 12,1603.66,Official Store,4.5,165,7.2,6,512,Tensor G2,64MP + 8MP + 8MP
Apple,P Series Edge 21,1338.88,eBay,4.4,120,6.6,12,128,A15 Bionic,50MP + 12MP + 8MP
Samsung,Reno SE 12,209.49,Official Store,4.1,60,7.3,4,128,Exynos 2200,108MP + 12MP + 8MP
Huawei,Galaxy S Pro 25,535.41,Best Buy,3.4,120,6.6,12,256,Dimensity 920,48MP + 8MP + 8MP
Google,Galaxy S Ultra 10,1848.69,Walmart,4.0,144,6.0,12,1024,Tensor G1,48MP + 8MP + 5MP
Nokia,P Series Turbo 17,750.84,Best Buy,4.3,165,7.0,8,128,Dimensity 920,108MP + 16MP + 8MP
Motorola,V Series 5G 11,223.32,Flipkart,4.3,144,5.4,16,64,Dimensity 920,108MP + 16MP + 5MP
Samsung,Redmi Note Edge 12,738.68,Best Buy,3.1,90,5.6,6,64,Exynos 2200,12MP + 12MP + 2MP
Vivo,Galaxy S Plus 12,1086.56,eBay,3.5,120,5.8,8,256,Helio G99,200MP + 16MP + 2MP
Nokia,Narzo Max 20,1516.84,Flipkart,4.4,90,7.2,8,64,Helio G99,64MP + 8MP + 2MP
Oppo,Narzo Turbo 20,1926.24,AliExpress,3.4,165,6.3,8,128,Helio G99,12MP + 12MP + 2MP
Vivo,Moto G Mini 24,451.89,Amazon,4.8,60,7.2,12,1024,Dimensity 920,108MP + 8MP + 2MP
Oppo,Mate Lite 15,1289.6,Amazon,3.3,60,6.7,6,64,Helio G99,48MP + 8MP + 5MP
Motorola,Pixel Edge 19,1061.32,Best Buy,4.1,144,6.6,4,1024,Dimensity 920,200MP + 8MP + 5MP
Motorola,Pixel Plus 10,811.65,Reliance Digital,3.2,90,6.1,4,1024,Helio G99,50MP + 50MP + 5MP
Xiaomi,Moto G Lite 24,1607.4,eBay,3.4,144,6.5,16,1024,Snapdragon 7 Gen 1,48MP + 16MP + 8MP
Motorola,Pixel Max 21,1244.6,Amazon,3.9,60,6.6,12,512,Helio G99,200MP + 8MP + 2MP
Oppo,Mate Mini 17,1015.53,Flipkart,3.7,144,5.9,6,64,Helio G99,200MP + 16MP + 2MP
Nokia,iPhone 5G 20,1664.84,Amazon,4.4,144,6.0,16,256,Dimensity 920,108MP + 50MP + 8MP
Xiaomi,Moto G Turbo 20,1407.39,Amazon,3.1,165,7.1,16,128,Snapdragon 7 Gen 1,12MP + 12MP + 2MP
Samsung,Galaxy S Mini 11,267.48,Walmart,4.6,165,5.6,16,512,Exynos 2200,50MP + 50MP + 2MP
Sony,Redmi Note Ultra 20,1958.44,Official Store,4.5,165,6.0,6,512,Helio G99,50MP + 8MP + 2MP
Sony,Redmi Note Plus 17,452.86,Reliance Digital,3.3,144,7.2,4,512,Helio G99,48MP + 8MP + 2MP
Vivo,Nord Max 15,1347.75,eBay,3.8,90,6.9,6,512,Dimensity 920,200MP + 50MP + 5MP
Sony,Moto G Lite 13,1386.81,Official Store,3.9,120,7.2,4,1024,Dimensity 920,12MP + 50MP + 8MP
Realme,Galaxy S Turbo 17,1670.88,Best Buy,3.0,60,5.0,12,512,Dimensity 920,64MP + 16MP + 8MP
Samsung,iPhone Edge 12,1011.79,Amazon,4.0,144,5.1,4,512,Snapdragon 8 Gen 2,48MP + 8MP + 2MP
Samsung,Xperia Turbo 21,511.86,AliExpress,3.2,120,7.1,6,256,Snapdragon 8 Gen 2,200MP + 8MP + 2MP
Sony,Narzo 5G 24,1266.66,Best Buy,4.4,144,5.2,8,1024,Dimensity 920,108MP + 50MP + 2MP
Xiaomi,Mate Max 25,319.28,Flipkart,4.3,90,6.4,12,128,Snapdragon 7 Gen 1,200MP + 16MP + 5MP
Motorola,V Series SE 17,1728.28,AliExpress,3.5,144,7.4,4,256,Helio G99,12MP + 8MP + 5MP
Realme,Narzo Plus 20,1951.0,Amazon,4.1,144,5.8,16,64,Dimensity 920,200MP + 12MP + 8MP
Samsung,Narzo Lite 23,1215.51,Flipkart,3.5,90,5.7,6,64,Exynos 2200,200MP + 16MP + 5MP
Samsung,Nord Edge 12,474.18,eBay,4.1,165,5.3,6,1024,Exynos 2200,64MP + 12MP + 2MP
Huawei,P Series Pro 17,591.48,Amazon,4.5,144,5.7,8,128,Dimensity 920,108MP + 50MP + 5MP
Google,Moto G Edge 23,1956.75,Best Buy,3.1,90,7.2,6,64,Tensor G2,48MP + 12MP + 8MP
Realme,V Series Ultra 11,374.38,Reliance Digital,4.3,165,5.8,12,256,Helio G99,108MP + 50MP + 2MP
Xiaomi,Redmi Note Edge 15,1720.56,Walmart,3.6,165,6.9,12,1024,Dimensity 1080,200MP + 8MP + 2MP
Huawei,Mate Lite 11,572.09,Flipkart,4.2,165,7.1,16,256,Helio G99,108MP + 16MP + 2MP
Vivo,Nord Mini 21,756.8,Flipkart,3.8,144,5.5,4,256,Dimensity 920,50MP + 16MP + 2MP
Vivo,V Series Mini 13,488.79,Walmart,4.8,144,5.8,4,128,Helio G99,48MP + 12MP + 8MP
Google,V Series Edge 19,530.49,Reliance Digital,4.4,90,7.0,4,512,Tensor G1,48MP + 8MP + 8MP
Apple,Galaxy S Mini 22,285.99,Best Buy,4.2,120,5.1,12,256,A15 Bionic,48MP + 50MP + 8MP
